1, https://nld.com.vn/showbiz-viet-nhung-nghe-si-gay-soc-vi-be-boi-ma-tuy-196250725113547841.htm
2, https://tienphong.vn/lien-tiep-nghe-si-dung-chat-cam-post1842599.tpo
3, https://eva.vn/lang-sao/nhung-nghe-si-viet-tu-huy-hoai-su-nghiep-cua-minh-vi-ngao-da-ma-tuy-c20a556032.html
4, https://baovanhoa.vn/giai-tri/ma-tuy-va-nhung-cu-nga-ngua-cua-showbiz-viet-230477.html
5, https://baoxaydung.vn/pgsts-bui-hoai-son-van-nan-ma-tuy-trong-showbiz-khong-con-la-chuyen-ca-nhan-don-le-192260520154617119.htm
